id,Dénomination,Bureau,Année,Type,Styles,Saison,Météo,Journée,Lumière,Composition,Affectations,Pays,Nom de fichier (avec extension)
430,Aita Flury_Krematorium_Thun,Nightnurse,2015,Intérieur,Illustration,,,,Direct,,Public,Suisse,Nightnurse_AitaFlury_Krematorium_Thun_2015_02.jpg
431,Aita Flury_Krematorium_Thun,Nightnurse,2015,Extérieur,Illustration,Printemps,Nuageux,Matin,Diffuse,,Public,Suisse,Nightnurse_AitaFlury_Krematorium_Thun_2015_03.jpg
432,Aita Flury_Schulhaus_Staffeln_Luzern,Nightnurse,2016,Intérieur,Illustration,,,Matin,Direct,,École,Suisse,Nightnurse_AitaFlury_Schulhaus_Staffeln_Luzern_2016_01.jpg
433,Aita Flury_Schulhaus_Staffeln_Luzern,Nightnurse,2016,Extérieur,Illustration,,Dégagé,,Diffuse,,École,Suisse,Nightnurse_AitaFlury_Schulhaus_Staffeln_Luzern_2016_02.jpg
434,Aita Flury_Schulhaus Goenhard_Aarau,Nightnurse,2015,Extérieur,Illustration,Été,Dégagé,Matin,Diffuse,,École,Suisse,Nightnurse_AitaFlury_SchulhausGoenhard_Aarau_2015_01.jpg
435,Aita Flury_Schulhaus Goenhard_Aarau,Nightnurse,2015,Extérieur,Illustration,Été,Dégagé,Matin,Diffuse,Central,École,Suisse,Nightnurse_AitaFlury_SchulhausGoenhard_Aarau_2015_02.jpg
436,Aita Flury_Schulhaus Turnhalle_Vezia,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Matin,Diffuse,,École,Suisse,Nightnurse_AitaFlury_SchulhausTurnhalle_Vezia_2018_01.jpg
437,Aita Flury_Schulhaus Turnhalle_Vezia,Nightnurse,2018,Intérieur,Illustration,,,,Direct,,École,Suisse,Nightnurse_AitaFlury_SchulhausTurnhalle_Vezia_2018_02.jpg
438,Albi Nussbaumer_Wohnuberbauung Erliberg_Oberaegeri,Nightnurse,2019,Extérieur,Réaliste,Printemps,Dégagé,,Direct,,Logement,Suisse,Nightnurse_AlbiNussbaumer_WohnuberbauungErliberg_Oberaegeri_2019_01.jpg
439,Albi Nussbaumer_Wohnuberbauung Erliberg_Oberaegeri,Nightnurse,2019,Extérieur,Réaliste,Printemps,Dégagé,,Diffuse,Central,Logement,Suisse,Nightnurse_AlbiNussbaumer_WohnuberbauungErliberg_Oberaegeri_2019_02.jpg
440,Albi Nussbaumer_Wohnuberbauung Erliberg_Oberaegeri,Nightnurse,2019,Extérieur,Réaliste,Printemps,Dégagé,,Diffuse,Frontal,Logement,Suisse,Nightnurse_AlbiNussbaumer_WohnuberbauungErliberg_Oberaegeri_2019_03.jpg
441,Albi Nussbaumer_Wohnuberbauung Erliberg_Oberaegeri,Nightnurse,2019,Intérieur,Réaliste,,,,Diffuse,Central,Logement,Suisse,Nightnurse_AlbiNussbaumer_WohnuberbauungErliberg_Oberaegeri_2019_04.jpg
442,Albi Nussbaumer_Wohnuberbauung Erliberg_Oberaegeri,Nightnurse,2019,Intérieur,Réaliste,,,Soir,Artificielle,,Logement,Suisse,Nightnurse_AlbiNussbaumer_WohnuberbauungErliberg_Oberaegeri_2019_05.jpg
443,Albi Nussbaumer_Wohnuberbauung Erliberg_Oberaegeri,Nightnurse,2019,Intérieur,Réaliste,,,Matin,Diffuse,Central,Logement,Suisse,Nightnurse_AlbiNussbaumer_WohnuberbauungErliberg_Oberaegeri_2019_06.jpg
444,Alleman Bauer Eigenmann_Pflegezentrum_Vivale_Winterthur,Nightnurse,2016,Intérieur,Graphique,Automne,,,Direct,,EMS,Suisse,Nightnurse_AllemanBauerEigenmann_Pflegezentrum_Vivale_Neuhegi_Winterthur_2016_01.jpg
445,Alleman Bauer Eigenmann_Pflegezentrum_Vivale_Winterthur,Nightnurse,2016,Intérieur,Graphique,,,,Direct,,EMS,Suisse,Nightnurse_AllemanBauerEigenmann_Pflegezentrum_Vivale_Neuhegi_Winterthur_2016_02.jpg
446,Anais_Gemeindesaal_Arlesheim,Nightnurse,2018,Intérieur,Illustration,,,,Diffuse,,Public,Suisse,Nightnurse_anais_Gemeindesaal_Arlesheim_2018_01.jpg
447,Anais_Gemeindesaal_Arlesheim,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Public,Suisse,Nightnurse_anais_Gemeindesaal_Arlesheim_2018_02.jpg
448,Anais_Gemeindesaal_Arlesheim,Nightnurse,2018,Intérieur,Illustration,,,,Diffuse,,Public,Suisse,Nightnurse_anais_Gemeindesaal_Arlesheim_2018_03.jpg
449,Anais_Gemeindesaal_Arlesheim,Nightnurse,2018,Extérieur,Illustration,,,,Diffuse,,Public,Suisse,Nightnurse_anais_Gemeindesaal_Arlesheim_2018_04.jpg
450,Anais_Turnhalle_Davos,Nightnurse,2018,Extérieur,Illustration,,Pluvieux,,Diffuse,,Public,Suisse,Nightnurse_anais_Turnhalle_Davos_2018_01.jpg
451,Anais_Turnhalle_Davos,Nightnurse,2018,Extérieur,Illustration,,Pluvieux,,Diffuse,,Public,Suisse,Nightnurse_anais_Turnhalle_Davos_2018_02.jpg
452,Anais_Turnhalle_Davos,Nightnurse,2018,Intérieur,Illustration,,,,Diffuse,Central,Public,Suisse,Nightnurse_anais_Turnhalle_Davos_2018_03.jpg
453,Armon Semadeni_Bahnhof_Buempliz_Bern,Nightnurse,2018,Extérieur,Réaliste,Été,Dégagé,Soir,Artificielle,,Public,Suisse,Nightnurse_ArmonSemadeni_Bahnhof_Buempliz_Bern_2018_01.jpg
454,Armon Semadeni_Bahnhof_Buempliz_Bern,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Matin,Direct,,Public,Suisse,Nightnurse_ArmonSemadeni_Bahnhof_Buempliz_Bern_2018_02.jpg
455,Armon Semadeni_BFH_Campus_Bienne,Nightnurse,2015,Intérieur,Illustration,,,,Diffuse,,École,Suisse,Nightnurse_ArmonSemadeni_BFH_Campus_Bienne_2015_01.jpg
456,Armon Semadeni_BFH_Campus_Bienne,Nightnurse,2015,Extérieur,Illustration,Été,Dégagé,,Diffuse,Frontal,École,Suisse,Nightnurse_ArmonSemadeni_BFH_Campus_Bienne_2015_02.jpg
457,Armon Semadeni_Franklin Turm Foyer_Zurich,Nightnurse,2015,Intérieur,Illustration,,,,Artificielle,,Commercial,Suisse,Nightnurse_ArmonSemadeni_FranklinTurmFoyer_Zurich_2015_01.jpg
458,Armon Semadeni_Franklin Turm Foyer_Zurich,Nightnurse,2015,Intérieur,Illustration,,,,Artificielle,,Commercial,Suisse,Nightnurse_ArmonSemadeni_FranklinTurmFoyer_Zurich_2015_02.jpg
459,Armon Semadeni_Geistlich Areal_Schlieren,Nightnurse,2015,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,Nightnurse_ArmonSemadeni_GeistlichAreal_Schlieren_2015_01.jpg
460,Armon Semadeni_Geistlich Areal_Schlieren,Nightnurse,2015,Intérieur,Réaliste,,,,Diffuse,,Logement,Suisse,Nightnurse_ArmonSemadeni_GeistlichAreal_Schlieren_2015_02.jpg
461,Armon Semadeni_Geistlich Areal_Schlieren,Nightnurse,2015,Intérieur,Réaliste,,,,Direct,,Logement,Suisse,Nightnurse_ArmonSemadeni_GeistlichAreal_Schlieren_2015_03.jpg
462,Armon Semadeni_Geistlich Areal_Schlieren,Nightnurse,2015,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,Nightnurse_ArmonSemadeni_GeistlichAreal_Schlieren_2015_04.jpg
463,Armon Semadeni_Geistlich Areal_Schlieren,Nightnurse,2015,Intérieur,Réaliste,,,,Diffuse,,Logement,Suisse,Nightnurse_ArmonSemadeni_GeistlichAreal_Schlieren_2015_05.jpg
464,Armon Semadeni_Hallenbad Neufeld_Bern,Nightnurse,2019,Intérieur,Illustration,,,,Artificielle,,Public,Suisse,Nightnurse_ArmonSemadeni_HallebadNeufeld_Bern_2019_01.jpg
465,Armon Semadeni_Hallenbad Neufeld_Bern,Nightnurse,2019,Intérieur,Illustration,,,,Artificielle,,Public,Suisse,Nightnurse_ArmonSemadeni_HallebadNeufeld_Bern_2019_02.jpg
466,Armon Semadeni_Hallenbad Neufeld_Bern,Nightnurse,2019,Intérieur,Illustration,,,,Direct,,Public,Suisse,Nightnurse_ArmonSemadeni_HallebadNeufeld_Bern_2019_03.jpg
467,Armon Semadeni_Hallenbad Neufeld_Bern,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,Matin,Diffuse,,Public,Suisse,Nightnurse_ArmonSemadeni_HallebadNeufeld_Bern_2019_04.jpg
468,Armon Semadeni_Hallenbad Neufeld_Bern,Nightnurse,2019,Intérieur,Illustration,,,,Direct,,Public,Suisse,Nightnurse_ArmonSemadeni_HallebadNeufeld_Bern_2019_05.jpg
469,Armon Semadeni_Hallenbad Neufeld_Bern,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,Matin,Artificielle,,Public,Suisse,Nightnurse_ArmonSemadeni_HallebadNeufeld_Bern_2019_06.jpg
470,Armon Semadeni_Hotel Hof_Weissbad,Nightnurse,2013,Extérieur,Illustration,Automne,Dégagé,Matin,Diffuse,,Commercial,Suisse,Nightnurse_ArmonSemadeni_HotelHof_Weissbad_2013.jpg
471,Armon Semadeni_Seesicht_Arbon,Nightnurse,2016,Extérieur,Illustration,Été,Dégagé,,Diffuse,,Logement,Suisse,Nightnurse_ArmonSemadeni_Seesicht_Arbon_2016_01.jpg
472,Armon Semadeni_Seesicht_Arbon,Nightnurse,2016,Intérieur,Réaliste,,,,Diffuse,,Logement,Suisse,Nightnurse_ArmonSemadeni_Seesicht_Arbon_2016_02.jpg
473,Armon Semadeni_Umbau_Schloss_Rapperswil,Nightnurse,2018,Intérieur,Illustration,,,,Diffuse,,Culture,Suisse,Nightnurse_ArmonSemadeni_Umbau_Schloss_Rapperswil_2018_01.jpg
474,Armon Semadeni_Umbau_Schloss_Rapperswil,Nightnurse,2018,Intérieur,Illustration,,,,Direct,,Culture,Suisse,Nightnurse_ArmonSemadeni_Umbau_Schloss_Rapperswil_2018_02.jpg
475,Armon Semadeni_Umbau_Schloss_Rapperswil,Nightnurse,2018,Extérieur,Illustration,,Nuageux,,Diffuse,,Culture,Suisse,Nightnurse_ArmonSemadeni_Umbau_Schloss_Rapperswil_2018_03.jpg
476,Armon Semadeni_Wohnsiedlung Herdern_Zurich,Nightnurse,2014,Extérieur,Illustration,Printemps,Dégagé,Matin,Direct,,Logement,Suisse,Nightnurse_ArmonSemadeni_WohnsiedlungHerdern_Zurich_2014.jpg
477,Armon Semaden Bubenbergzentrum_Bern,Nightnurse,2017,Extérieur,Illustration,Automne,Dégagé,Matin,Diffuse,,Commercial,Suisse,Nightnurse_ArmonSemadeniBubenbergzentrum_Bern_2017.jpg
478,Atelier Schmidt_Bombasei Areal_Naenikon,Nightnurse,2018,Intérieur,Réaliste,,Dégagé,Soir,Artificielle,,Logement,Suisse,Nightnurse_AtelierSchmidt_BombaseiAreal_Naenikon_2018_01.jpg
479,Atelier Schmidt_Bombasei Areal_Naenikon,Nightnurse,2018,Intérieur,Réaliste,,Dégagé,Matin,Direct,,Logement,Suisse,Nightnurse_AtelierSchmidt_BombaseiAreal_Naenikon_2018_02.jpg
480,Atelier Schmidt_Bombasei Areal_Naenikon,Nightnurse,2018,Intérieur,Réaliste,,,Matin,Diffuse,,Logement,Suisse,Nightnurse_AtelierSchmidt_BombaseiAreal_Naenikon_2018_03.jpg
481,Atelier Schmidt_Bombasei Areal_Naenikon,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Soir,Artificielle,,Logement,Suisse,Nightnurse_AtelierSchmidt_BombaseiAreal_Naenikon_2018_04.jpg
482,Balz Amrein_Brucke_Tesserete,Nightnurse,2018,Extérieur,Réaliste,Été,Dégagé,Matin,Diffuse,,Urbanisme,Suisse,Nightnurse_BalzAmrein_Brucke_Tesserete_2018.jpg
483,Baukontor_EWL_Areal_Luzern,Nightnurse,2018,Extérieur,Réaliste,Automne,Nuageux,,Spot,,Commercial,Suisse,Nightnurse_Baukontor_EWL_Areal_Luzern_2018_01.jpg
484,Baukontor_EWL_Areal_Luzern,Nightnurse,2018,Extérieur,Réaliste,Été,Dégagé,,Direct,Drone,Commercial,Suisse,Nightnurse_Baukontor_EWL_Areal_Luzern_2018_02.jpg
485,Baukontor_EWL_Areal_Luzern,Nightnurse,2018,Extérieur,Illustration,Automne,Dégagé,Milieu journée,Diffuse,,Commercial,Suisse,Nightnurse_Baukontor_EWL_Areal_Luzern_2018_03.jpg
486,Baukontor_Klybeckquai_Basel,Nightnurse,2019,Extérieur,Peinture,Été,Dégagé,,Diffuse,Central,Urbanisme,Suisse,Nightnurse_Baukontor_Klybeckquai_Basel_2019_01.jpg
487,Baukontor_Klybeckquai_Basel,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,,Diffuse,Drone,Urbanisme,Suisse,Nightnurse_Baukontor_Klybeckquai_Basel_2019_02.jpg
488,Baukontor_Klybeckquai_Basel,Nightnurse,2019,Extérieur,Peinture,Été,Dégagé,,Direct,,Urbanisme,Suisse,Nightnurse_Baukontor_Klybeckquai_Basel_2019_03.jpg
489,Baukontor_Nordspitze_Basel,Nightnurse,2017,Extérieur,Réaliste,Automne,Dégagé,Soir,Spot,Drone,Logement,Suisse,Nightnurse_Baukontor_Nordspitze_Basel_2017_01.jpg
490,Baukontor_Nordspitze_Basel,Nightnurse,2017,Extérieur,Illustration,,Dégagé,Soir,Spot,,Logement,Suisse,Nightnurse_Baukontor_Nordspitze_Basel_2017_02.jpg
491,Baumschlager Eberle_Campus Technikumstrasse_Winterthur,Nightnurse,2018,Extérieur,Illustration,Automne,Nuageux,Soir,Diffuse,Frontal,École,Suisse,Nightnurse_BaumschlagerEberle_CampusTechnikumstrasse_Winterthur_2018_01.jpg
492,Baumschlager Eberle_Campus Technikumstrasse_Winterthur,Nightnurse,2018,Intérieur,Illustration,,,,Diffuse,,École,Suisse,Nightnurse_BaumschlagerEberle_CampusTechnikumstrasse_Winterthur_2018_02.jpg
493,Baumschlager Eberle_Fullerichstrasse_Guemligen,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Matin,Direct,,Logement,Suisse,Nightnurse_BaumschlagerEberle_Fullerichstrasse_Guemligen_2018_01.jpg
494,Baumschlager Eberle_Fullerichstrasse_Guemligen,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_BaumschlagerEberle_Fullerichstrasse_Guemligen_2018_02.jpg
495,Baumschlager Eberle_Fullerichstrasse_Guemligen,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Soir,Diffuse,,Logement,Suisse,Nightnurse_BaumschlagerEberle_Fullerichstrasse_Guemligen_2018_03.jpg
496,Baumschlager Eberle_MostereiAreal_Egnach,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_BaumschlagerEberle_MostereiAreal_Egnach_2018_01.jpg
497,Baumschlager Eberle_MostereiAreal_Egnach,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_BaumschlagerEberle_MostereiAreal_Egnach_2018_02.jpg
498,Bearth Deplazes_Europaallee_Baufeld_F_Zurich,Nightnurse,2011,Extérieur,Illustration,,,Milieu journée,Direct,Vertical,Commercial,Suisse,Nightnurse_BearthDeplazes_Europaallee_Baufeld_F_Zurich_2011_01.jpg
499,Bearth Deplazes_Europaallee_Baufeld_F_Zurich,Nightnurse,2011,Intérieur,Illustration,,,,Diffuse,,Commercial,Suisse,Nightnurse_BearthDeplazes_Europaallee_Baufeld_F_Zurich_2011_02.jpg
500,Bearth Deplazes_Europaallee_Baufeld_F_Zurich,Nightnurse,2011,Extérieur,Réaliste,,,,,Central,Commercial,Suisse,Nightnurse_BearthDeplazes_Europaallee_Baufeld_F_Zurich_2011_03.jpg
501,Blaettler Dafflon_Eichwaldstrasse_Luzern,Nightnurse,2019,Intérieur,Réaliste,Été,Dégagé,,Diffuse,,Logement,Suisse,Nightnurse_BlaettlerDafflon_Eichwaldstrasse_Luzern_2019_01.jpg
502,Blaettler Dafflon_Eichwaldstrasse_Luzern,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,,Diffuse,,Logement,Suisse,Nightnurse_BlaettlerDafflon_Eichwaldstrasse_Luzern_2019_02.jpg
503,Blaettler Dafflon_Logements Chamblandes Dessous_Pully,Nightnurse,2018,Extérieur,Illustration,Automne,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_BlaettlerDafflon_LogementsChamblandesDessous_Pully_Lausanne_2018_01.jpg
504,Blaettler Dafflon_Logements Chamblandes Dessous_Pully,Nightnurse,2018,Extérieur,Illustration,Automne,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_BlaettlerDafflon_LogementsChamblandesDessous_Pully_Lausanne_2018_02.jpg
505,Blaettler Dafflon_Tribunal Cantonal_Lausanne,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Public,Suisse,Nightnurse_BlaettlerDafflon_TribunalCantonal_Lausanne_2019_01.jpg
506,Blaettler Dafflon_Tribunal Cantonal_Lausanne,Nightnurse,2019,Intérieur,Illustration,,,,Direct,Central,Public,Suisse,Nightnurse_BlaettlerDafflon_TribunalCantonal_Lausanne_2019_02.jpg
507,Blaettler Dafflon_Wohnsiedlung Hardau_Zurich,Nightnurse,2017,Intérieur,Peinture,,Dégagé,,Direct,,Logement,Suisse,Nightnurse_BlaettlerDafflon_WohnsiedlungHardau_Zurich_2017_01.jpg
508,Blaettler Dafflon_Wohnsiedlung Hardau_Zurich,Nightnurse,2017,Intérieur,Peinture,,Dégagé,,Direct,,Logement,Suisse,Nightnurse_BlaettlerDafflon_WohnsiedlungHardau_Zurich_2017_02.jpg
509,Blaettler Dafflon_Wohnsiedlung Hardau_Zurich,Nightnurse,2017,Intérieur,Peinture,,Dégagé,,Direct,,Logement,Suisse,Nightnurse_BlaettlerDafflon_WohnsiedlungHardau_Zurich_2017_03.jpg
510,Blaettler Dafflon_Wohnsiedlung Luegisland_Zurich,Nightnurse,2015,Extérieur,Illustration,Automne,Dégagé,,Diffuse,,Logement,Suisse,Nightnurse_BlaettlerDafflon_WohnsiedlungLuegisland_Zurich_2015_01.jpg
511,Blaettler Dafflon_Wohnsiedlung Luegisland_Zurich,Nightnurse,2015,Extérieur,Illustration,Automne,Dégagé,Matin,Direct,Vertical,Logement,Suisse,Nightnurse_BlaettlerDafflon_WohnsiedlungLuegisland_Zurich_2015_02.jpg
512,BLGP_Wohnheim Sonnegarte_St Urban,Nightnurse,2017,Extérieur,Illustration,Hiver,Dégagé,Matin,Diffuse,,EMS,Suisse,Nightnurse_BLGP_WohnheimSonnegarte_StUrban_2017.jpg
513,Bollhalder Eberle_Cadonau Areal_Chur,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,,Direct,,Logement,Suisse,Nightnurse_BollhalderEberle_CadonauAreal_Chur_2019_01.jpg
514,Bollhalder Eberle_Cadonau Areal_Chur,Nightnurse,2019,Intérieur,Réaliste,Été,Dégagé,,Direct,,Logement,Suisse,Nightnurse_BollhalderEberle_CadonauAreal_Chur_2019_02.jpg
515,Bollhalder Eberle_Cadonau Areal_Chur,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,,Diffuse,,Logement,Suisse,Nightnurse_BollhalderEberle_CadonauAreal_Chur_2019_03.jpg
516,Bollhalder Eberle_Cadonau Areal_Chur,Nightnurse,2019,Intérieur,Illustration,Été,Dégagé,,Direct,Frontal,Logement,Suisse,Nightnurse_BollhalderEberle_CadonauAreal_Chur_2019_04.jpg
517,Boltshauser_Alterszentrum Langgruet_Zurich,Nightnurse,2019,Extérieur,Illustration,Été,Nuageux,,Direct,Vertical,EMS,Suisse,Nightnurse_Boltshauser_AlterszentrumLanggruet_Zurich_2019_01.jpg
518,Boltshauser_Alterszentrum Langgruet_Zurich,Nightnurse,2019,Extérieur,Illustration,Été,Nuageux,,Diffuse,,EMS,Suisse,Nightnurse_Boltshauser_AlterszentrumLanggruet_Zurich_2019_02.jpg
519,Boltshauser_Alterszentrum Langgruet_Zurich,Nightnurse,2019,Intérieur,Réaliste,,,,Diffuse,,EMS,Suisse,Nightnurse_Boltshauser_AlterszentrumLanggruet_Zurich_2019_03.jpg
520,Boltshauser_Alterszentrum Langgruet_Zurich,Nightnurse,2019,Extérieur,Illustration,Été,Nuageux,,Direct,,EMS,Suisse,Nightnurse_Boltshauser_AlterszentrumLanggruet_Zurich_2019_04.jpg
521,Boltshauser_Alterszentrum Langgruet_Zurich,Nightnurse,2019,Intérieur,Réaliste,,,,Diffuse,,EMS,Suisse,Nightnurse_Boltshauser_AlterszentrumLanggruet_Zurich_2019_05.jpg
522,Boltshauser_Baufeld F_Zurich,Nightnurse,2012,Extérieur,Réaliste,,Dégagé,,Diffuse,,Commercial,Suisse,Nightnurse_Boltshauser_BaufeldF_Zurich_2012_01.jpg
523,Boltshauser_Baufeld F_Zurich,Nightnurse,2012,Extérieur,Illustration,,Dégagé,,Direct,Vertical,Commercial,Suisse,Nightnurse_Boltshauser_BaufeldF_Zurich_2012_02.jpg
524,Boltshauser_Baufeld F_Zurich,Nightnurse,2012,Intérieur,Réaliste,,,,Direct,,Commercial,Suisse,Nightnurse_Boltshauser_BaufeldF_Zurich_2012_03.jpg
525,Boltshauser_Baufeld F_Zurich,Nightnurse,2012,Intérieur,Réaliste,,,,Direct,,Commercial,Suisse,Nightnurse_Boltshauser_BaufeldF_Zurich_2012_04.jpg
526,Boltshauser_Bildungszentrum_Greves_St Moritz,Nightnurse,2019,Extérieur,Illustration,Hiver,Dégagé,Matin,Diffuse,,École,Suisse,Nightnurse_Boltshauser_Bildungszentrum_Greves_StMoritz_2019_01.jpg
527,Boltshauser_Bildungszentrum_Greves_St Moritz,Nightnurse,2019,Extérieur,Illustration,Hiver,Dégagé,Matin,Diffuse,,École,Suisse,Nightnurse_Boltshauser_Bildungszentrum_Greves_StMoritz_2019_02.jpg
528,Boltshauser_Bildungszentrum_Greves_St Moritz,Nightnurse,2019,Extérieur,Illustration,Hiver,,,Artificielle,Frontal,École,Suisse,Nightnurse_Boltshauser_Bildungszentrum_Greves_StMoritz_2019_03.jpg
529,Boltshauser_Bildungszentrum_Greves_St Moritz,Nightnurse,2019,Intérieur,Réaliste,Hiver,,,Artificielle,,École,Suisse,Nightnurse_Boltshauser_Bildungszentrum_Greves_StMoritz_2019_04.jpg
530,Boltshauser_Bildungszentrum_Greves_St Moritz,Nightnurse,2019,Intérieur,Illustration,,,,Diffuse,,École,Suisse,Nightnurse_Boltshauser_Bildungszentrum_Greves_StMoritz_2019_05.jpg
531,Boltshauser_Citycenter_Rapperswill,Nightnurse,2016,Extérieur,Graphique,,,,Diffuse,,Urbanisme,Suisse,Nightnurse_Boltshauser_Citycenter_Rapperswill_2016_01.jpg
532,Boltshauser_Citycenter_Rapperswill,Nightnurse,2016,Extérieur,Graphique,,,,Diffuse,,Urbanisme,Suisse,Nightnurse_Boltshauser_Citycenter_Rapperswill_2016_02.jpg
533,Boltshauser_Citycenter_Rapperswill,Nightnurse,2016,Extérieur,Graphique,,,,Diffuse,,Urbanisme,Suisse,Nightnurse_Boltshauser_Citycenter_Rapperswill_2016_03.jpg
534,Boltshauser_Citycenter_Rapperswill,Nightnurse,2016,Extérieur,Graphique,,,,Diffuse,,Urbanisme,Suisse,Nightnurse_Boltshauser_Citycenter_Rapperswill_2016_04.jpg
535,Boltshauser_Freilagerstrasse_Zurich,Nightnurse,2015,Extérieur,Réaliste,,,,Direct,,Logement,Suisse,Nightnurse_Boltshauser_Freilagerstrasse_Zurich_2015_01.jpg
536,Boltshauser_Freilagerstrasse_Zurich,Nightnurse,2015,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_Boltshauser_Freilagerstrasse_Zurich_2015_02.jpg
537,Boltshauser_Freilagerstrasse_Zurich,Nightnurse,2015,Intérieur,Réaliste,,,,Direct,,Logement,Suisse,Nightnurse_Boltshauser_Freilagerstrasse_Zurich_2015_03.jpg
538,Boltshauser_Gartensiedlung_Frohburg_Zurich,Nightnurse,2017,Extérieur,Illustration,,Nuageux,,Diffuse,,Logement,Suisse,Nightnurse_Boltshauser_Gartensiedlung_Frohburg_Zurich_2017_01.jpg
539,Boltshauser_Gartensiedlung_Frohburg_Zurich,Nightnurse,2017,Extérieur,Illustration,,Nuageux,,Diffuse,,Logement,Suisse,Nightnurse_Boltshauser_Gartensiedlung_Frohburg_Zurich_2017_02.jpg
540,Boltshauser_Gasteig Philharmonie_Munchen,Nightnurse,2018,Intérieur,Illustration,,,,Artificielle,,Culture,,Nightnurse_Boltshauser_GasteigPhilharmonie_Munchen_2018.jpg
541,Boltshauser_Hochhaus_Regensdorf,Nightnurse,2019,Extérieur,Illustration,Automne,Dégagé,Soir,Spot,Vertical,Logement,Suisse,Nightnurse_Boltshauser_Hochhaus_Regensdorf_2019_01.jpg
542,Boltshauser_Hochhaus_Regensdorf,Nightnurse,2019,Intérieur,Réaliste,,,Soir,Artificielle,,Logement,Suisse,Nightnurse_Boltshauser_Hochhaus_Regensdorf_2019_02.jpg
543,Boltshauser_Hochhaus_Regensdorf,Nightnurse,2019,Intérieur,Réaliste,,,Milieu journée,Direct,,Logement,Suisse,Nightnurse_Boltshauser_Hochhaus_Regensdorf_2019_03.jpg
544,Boltshauser_Hochhaus_Regensdorf,Nightnurse,2019,Intérieur,Réaliste,,,Soir,Artificielle,,Logement,Suisse,Nightnurse_Boltshauser_Hochhaus_Regensdorf_2019_04.jpg
545,Boltshauser_HPQ_Labor Buero_ETH_Zurich,Nightnurse,2016,Intérieur,Illustration,,,,Direct,Vertical,École,Suisse,Nightnurse_Boltshauser_HPQ_LaborBuero_ETH_Zurich_2016_01.jpg
546,Boltshauser_HPQ_Labor Buero_ETH_Zurich,Nightnurse,2016,Intérieur,Illustration,,,,Direct,Vertical,École,Suisse,Nightnurse_Boltshauser_HPQ_LaborBuero_ETH_Zurich_2016_02.jpg
547,Boltshauser_HPQ_Labor Buero_ETH_Zurich,Nightnurse,2016,Intérieur,Illustration,,,,Direct,,École,Suisse,Nightnurse_Boltshauser_HPQ_LaborBuero_ETH_Zurich_2016_03.jpg
548,Boltshauser_HPQ_Labor Buero_ETH_Zurich,Nightnurse,2016,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Direct,,École,Suisse,Nightnurse_Boltshauser_HPQ_LaborBuero_ETH_Zurich_2016_04.jpg
549,Boltshauser_Ozeaneum_Basel,Nightnurse,2012,Intérieur,Illustration,,,,Artificielle,,Commercial,Suisse,Nightnurse_Boltshauser_Ozeaneum_Basel_01.jpg
550,Boltshauser_Ozeaneum_Basel,Nightnurse,2012,Intérieur,Illustration,,,,Artificielle,,Commercial,Suisse,Nightnurse_Boltshauser_Ozeaneum_Basel_02.jpg
551,Boltshauser_Ozeaneum_Basel,Nightnurse,2012,Intérieur,Illustration,,,,Artificielle,,Commercial,Suisse,Nightnurse_Boltshauser_Ozeaneum_Basel_03.jpg
